Database ID,Proposed date,Site,Field No.,Trench/location,Level/stratigraphy,Square/Locus,MNI,Age,Sex/gender,Disposal area,Burial type,"Construction, container, wrapping",Alignment (orientation),Body position,Vessels (pottery),Vessels (silicious),Vessels (metal),Vessels (stone),Jewellery,Pins,Weapons,Tools,Glyptic,Animal remains,Miscellaneous grave goods,Possible additional grave goods,Other excavator notes,Data source,Data collator notes,Site latitude,Site longitude,lng,lat
Sus223-G,probably late Susa II and Susa III,Susa,-,"Acropole, south, sondage 2",from level II (around 10 m below the mound surface) to -3.50 m,-,-,juveniles,-,-,vessel (possibly also pit?),"""sometimes the bones placed in large vessels are discernible [i.e., vessel burials]; in general, the burial is recognized by the furnishings"" [pit burials?]",-,-,"vessels with pierced lugs, vessels with raised/high handles, open or upward-pointing spouts, large pots",-,-,"stone, gypsum and aragonite vessels","bead necklaces, amulets including 2 red marble boars with white paste eyes and joined hind legs","pins, some with decorated heads",-,"1 copper tool, 1 bundle of copper celts oxidized together",cylinder and stamp seals,-,-,-,"copper items rare; proto-Elamite tablets appear in the first third of the excavation; up to -3 m, were ovens, constructions with walls of unbaked bricks and crushed earth preserved over h. 20-75 cm, gravel or beaten earth floors, sometimes fire-hardened or covered with a reed mat; other finds in the level: stone supports for door hinges, mace or cane heads, terracotta, gypsum and aragonite spindle whorls, large bitumen and marble balls, terracotta vessel fragments with almost completely faded red and blue-black painted geometric designs; below -3.50 m to -5 m, but to the east, ""we almost immediately reached the level of the coarse bowls and downward pointed spouts""(i.e., Susa II vessels), so the ""children’s"" burials may be slightly later; these burials are amongst those in Mecquenem 1943: 25-27: small chambers of 2 m side maximum; the ground is paved with pebbles, or beaten earth, sometimes hardened with fire; sometimes it is covered with a mat of reeds; the walls are of adobe or unbaked brick, preserved on 0.20-0.60 m high. In these rooms one frequently finds children's burials, often in large pots closed by a bowl or a piece of pot (we have passed the level of the coarse bowls, so abundant below 17.50) [extensive list of kinds of grave goods follows], note on p. 26: ""We represent a series of small perfume and make-up vessels found in these tombs; they are not the prettiest (zoomorphic vessels in fig. 19; the 2-compartment vessels (no. 1-5) and the simpler small vials in fig. 20; a new selection of small fired clay objects found in large numbers in this layer with the children's burials (fig. 23.1-76), they are toys)","Mecquenem 1937: 1, pl. 1 (trench plan) and 2 top left (photograph of trench); 1943: 25-27 (general discussion of burials), fig. 22.1 (red marble boar amulets)","Mecquenem’s (1943: 25) comment that ""most often, the tombs can only be recognized by the furniture, the small bones being completely eaten away by the salts of the clay"", raised doubt over whether there were actually any burials","32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus224-G,Susa II (?),Susa,-,"Acropole, south, sondage 2, towards the east",from -3.50 to -5 m,-,-,juveniles,-,-,pit (?),"""burials"" [in pits?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1937: 2; 7,"database ID Sus225 belongs to this group; these burials were probably in the comparatively shallow trenches marked on the map on the east side of the plan Mecquenem 1937, pl. 1; they may be amongst the burials discussed generally in Mecquenem 1943: 25-27","32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus225,Susa II (?),Susa,-,"Acropole, south, sondage 2, towards the east",from -3.50 to -5 m,-,1,juvenile,-,-,pit (?),"""burial"" [in pit?]",-,-,"1 large pot, 1 small spouted vessel (pl. 4 top left), 1 vessel with 4 lugs, 2 high vessels, 1 conical vessel",-,-,-,"cylindrical frit beads, aragonite lozenges",1 copper pin,-,-,"1 boar-shaped seal (""cachet"")",-,"""weights"" in the shape of small pawns, a bell-shaped ""weight""",-,-,"Mecquenem 1937: 2, pl. 4 top left (spouted vessel, photograph after excavation)","one of database ID Sus224-G, which were probably in the comparatively shallow trenches marked on the map on the east side of the plan Mecquenem 1937, pl. 1","32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus226,Susa II,Susa,-,"Acropole, south, sondage 2, exploited about 40 m south of the previous site (i.e., the one to the east at -3.50 to -5 m)","lower level, -4 m to -9 m; in Mecquenem 1943 stated as cote 15.30",-,1,"juvenile (under 12, in Mecquenem 1943 ""about 12 years old"")",-,-,pit (?),"""burial"" (?)",head S,"lying on the side (in Mecquenem 1943 the left side""), limbs bent (in Mecquenem 1943 the ""legs bent"") ",-,-,-,-,"4 m long necklace of terracotta, carnelian and paste beads (in Mecquenem 1943: the ""child"" wore a necklace of terracotta, carnelian and mother-of-pearl beads [not paste]",-,-,"1 terracotta spindle whorl (in Mecquenem 1943: the spindle whorl is ""near"" the ""child""), a flint blade (in Mecquenem 1943: a ""collection of flint blades behind the head and at the feet"")","1 archaic seal [""cachet""] (not mentioned in Mecquenem 1943, but there is instead a terracotta vessel stopper ""near"" the ""child"")",-,-,-,"a little higher than the burial of the ""child"" between mats with coarse [Susa II] bowls",Mecquenem 1937: 2; 1943: 15,-,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus227,Susa II,Susa,-,"Acropole, south, sondage 2, exploited about 40 m south of the previous site (i.e., the one to the east at -3.50 to -5 m)","lower level, -4 m to -9 m; in Mecquenem 1943 stated as cote 15.30",-,1,"juvenile (in Mecquenem 1943 a ""3-year-old child"")",-,-,pit,"pit, body placed between two mats (in Mecquenem 1943 the mats are ""reed"")",head W,"(in Mecquenem 1943, lying on left side, legs bent)","near body: coarse bowls, 1 bottle (in Mecquenem 1943: 3 coarse bowls, 1 terracotta vessel with a handle)",-,-,-,"(in Mecquenem 1943: a 4 m necklace of terracotta beads, each measuring about 1 cm [seems to be mixed up with nearby 12-year old's burial, database ID Sus226])",-,-,"near body: a flint blade, a bone awl (in Mecquenem 1943: a ""bone tool"" [no flint blade])","near body: 1 seal, fragment of 1 seal (in Mecquenem 1943: 1 button seal [no fragment]) ",-,(in Mecquenem 1943 only: 1 terracotta nail),-,"remains of a ""child""; a little deeper than the ""child"" under 12 (database ID Sus226)",Mecquenem 1937: 2; 1943: 15,-,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus228-G,Susa II,Susa,-,"Acropole, south, sondage 2, exploited about 40 m south of the previous site (i.e., the one to the east at -3.50 to -5 m)","""middle height"" in lower level, -4 m to -9 m",-,-,juveniles,-,-,pit (?),"""burials"" ",-,-,"indicated by bundles of bowls, vessels with 4 lugs or with raised handles or with ""poignée versoir""",-,-,stone and cut bitumen vessels,-,-,-,-,flat seals,-,terracotta cones,-,"mud brick constructions with thick walls, ovens, drainage wells; in the middle of the ruins, were ""child"" burials ",Mecquenem 1937: 2,"these burials are taken here to be the same as the ""child"" burials mentioned in the ""lower level"" earlier on the same page in the annual report; it is difficult to determine from the way the description of the burials is written whether all of the items listed for the assemblages were actually in the burials","32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus229-G,Susa I,Susa,-,"Acropole, south, sondage 2, exploited about 40 m south of the previous site (i.e., the one to the east at -3.50 to -5 m)",lower layer -9 m to -11 m,-,-,juveniles,-,several bottoms of silos and ovens [relationship to burials unclear] ,pit (?),"""several burials""",-,-,each burial contained a small painted vessel,-,-,-,-,-,-,-,each burial contained a seal,-,"sometimes the burials contained figurines of animals (e.g. pls. 4.3 and 6.1), especially hens and partridges, and we clearly recognized fragments of human figurines, one representing a seated man is painted (pl. 6.1)",-,"date to the ""oldest Susian civilization""","Mecquenem 1937: 2, pls. 4 bottom and 6 top (figurines, photographs after excavation)","probably amongst the burials described in Mecquenem 1943: 5: in the Susa I layer [where one encounters the bottoms of silos, potters' kilns] there were ""child"" burials; the body is lying on one side, the limbs most often bent; it rests on a bed of fragments of pots; it is accompanied by small vessels (figs. 2.2 and 3.1-2), small terracotta dolls (fig. 3.7-11), small animals (fig. 3.12-14), often a stamp (fig. 3.5-6), sometimes a few beads of terracotta, lime paste or black composition, small terracotta stylets, spindle whorls, small polished stone axes, clay sling balls","32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus230-G,Susa I-III,Susa,-,"Acropole, centre of the tell, sondage 4",down to -6.10 m,-,-,possible juveniles (bones missing),-,-,pit (?),"possible ""burials""",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"pounded earth floors covered with lime, many cones, and decorative nails, sometimes gathered in bundles, sometimes scattered over a length of about 1 m; ""these heaps had been considered as foundation deposits; it seems to us difficult to maintain this opinion; we have five of these deposits spread over a length of 5.50 m for example and at levels varying from 0.30 m from one to the other. We rather think that they are children's burials whose bones have been completely dissolved, as we have often observed for burials taken from crushed or very compact earth; we found with these cones fragments of red pottery and cut bitumen nails""",Mecquenem 1937: 3,no evidence to confirm that these were actually burials,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus231-G,Susa II/III ,Susa,-,"Acropole, southeast of tell, sondage 2",from level 0 (II Level) to -3.60 m,-,-,juveniles,-,found in the remains of constructions,pit (?),"""burials""",-,-,-,-,-,-,amulets [tokens?] and beads of clay and stone,-,-,"aragonite spindle whorls, stone maces or cane handles",cylinders and fragments of cylinders,-,balls,-,-,"Mecquenem 1938: 5, pls. 11 centre (photograph of trench), 12 (trench plan)","the burials are described as being ""marked by"" the goods, which raises doubt over their direct association; these are possibly amongst the ""child"" burials discussed generally in Mecquenem 1943: 25-27","32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus232,Susa II/III,Susa,-,"Acropole, southeast of tell, sondage 2",from level 0 (II Level) to -3.60 m; in Mecquenem 1943 above cote 17,-,1,"juvenile (""very young child"")",-,found in the remains of constructions,vessel (double),"vessel (a ""pot with 4 buttons"") closed by an overturned bowl",-,-,-,-,-,-,-,-,-,a spindle whorl,-,-,"1 shell ring (""anneau"") with a suspension loop [for examples of these see: https://collections.louvre.fr/ark:/53355/cl010204262]",-,burial vessel contained remains of small bones,Mecquenem 1938: 5; 1943: 25,-,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus233,Susa II/III,Susa,-,"Acropole, southeast of tell, sondage 2",from level 0 (II Level) to -3.60 m,-,1,juvenile,-,-,sherd (?),"""child"" remains under sherds of a large vessel",-,-,-,-,-,-,large numbers of white paste beads,-,-,-,-,-,"unio shell [i.e., bivalve mussel shell]",-,in this [very large] level were proto-Elamite tablets and copper pins with often-ornate heads,Mecquenem 1938: 5,-,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus234,Susa II,Susa,-,"Acropole, sondage 2, east side",cote 16,-,1,"juvenile (""young child"")",-,-,pit,on a mat,-,-,small [pottery?] vessel with 4 buttons [lugs],-,-,-,-,-,mace in white limestone,-,-,bones of lambs or kids,-,-,-,Mecquenem 1943: 15,excavation year unknown - not identifiable in annual reports,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus235,Susa II,Susa,-,"Acropole, sondage 2, east side",cote 15,-,1,juvenile,-,-,sherd (?),scattered bones on fragments of pots,-,-,"1 coarse bowl closed with a piece of brick, 1 jug with a twisted handle, 1 vessel with an open spout [all pottery?]",-,-,1 stone vessel,-,-,-,"2 small copper punches, 1 black limestone striker",-,-,2 terracotta cones or nails,-,-,Mecquenem 1943: 15,excavation year unknown - not identifiable in annual reports;,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus236,Susa I (?),Susa,-,"Acropole, sondage 2, east side",cote 13,-,1,juvenile,-,-,pit,between 2 mats,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 15,excavation year unknown - not identifiable in annual reports,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus237,Susa II,Susa,-,"Acropole, sondage 2",cote 17,-,1,juvenile,-,-,pit (?),"""burial"" [in a pit?]",-,-,-,-,-,-,-,1 copper pin (fig. 13.8),-,"large lot of terracotta spindle whorls, often decorated with hollow points, and engraved figures",-,-,-,-,-,Mecquenem 1943: 16,"excavation year unknown - not identifiable in annual reports, but the same ""cote"" and trench as the two infants with silver pendant necklaces (database IDs Sus208-209)","32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus238,late Susa II or Susa III,Susa,-,"Acropole sondage 2, west side",above cote 17 ,-,1,juvenile,-,"constructions with rooms of max 2 x 2 m in which ""child"" burials are frequent, especially in vessels",vessel,red pottery vessel with a yellow slip,-,-,-,-,-,-,-,-,-,"1 flint blade, 1 stone spindle whorl, 1 terracotta spindle whorl",-,-,a stone puck,-,-,Mecquenem 1943: 25,can’t directly correlate with any burial in annual reports,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus239,late Susa II or Susa III,Susa,-,"Acropole sondage 2, west side",above cote 17 ,-,1,juvenile,-,"constructions with rooms of max 2 x 2 m in which ""child"" burials are frequent, especially in vessels",vessel,red pottery vessel with 4 buttons,-,-,-,-,-,-,"1 lime bead, 1 mother-of-pearl amulet",-,2 stone mace heads,-,-,-,-,-,-,Mecquenem 1943: 25,can’t directly correlate with any burial in annual reports,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
Sus240,late Susa II or Susa III,Susa,-,"Acropole sondage 2, west side",above cote 17 ,-,1,juvenile,-,"constructions with rooms of max 2 x 2 m in which ""child"" burials are frequent, especially in vessels",vessel,vessel,-,-,-,-,-,1 alabaster vessel with 2 compartments,"2 large beads, one in red marble, the other in aragonite, smaller beads in aragonite and lime paste",-,1 gypsum mace,1 aragonite spindle whorl,-,-,"a small shell eagle, a Unio valve",-,-,Mecquenem 1943: 25,can’t directly correlate with any burial in annual reports,"32°11'16.92""N","48°14'45.86""E",32.1880333333333,48.2460722222222
